Ticker,Company,Currency,Exchange,industry,Env_Grade,Env_Level,Soc_Grade,Soc_Level,Gov_Grade,Gov_Level,Env_Score,Soc_Score,Gov_Score,Total_Score,Total_Grade,Total_Level,ESG_Impact_Score,ESG_Risk_Level,Env_Score_Norm,Soc_Score_Norm,Gov_Score_Norm,Total_Score_Norm,Industry_Avg_Score,ESG_Score_Deviation,twitter_esg_sentiment,Sentiment Score,dominant_topic,topic_esg_impact,Date,avg_deforestation,avg_air_pollution,avg_water_quality_B3,avg_water_quality_B4,avg_water_quality_B5,environmental_deviation_score,avg_deforestation_normalized,avg_air_pollution_normalized,avg_water_quality_B3_normalized,avg_water_quality_B4_normalized,avg_water_quality_B5_normalized
dis,Walt Disney Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,A,High,BB,Medium,BB,Medium,510.0,316.0,321.0,1147.0,BBB,High,382.3333333333333,Low Risk,0.5973025048169556,0.3076923076923077,0.615,0.5844017094017094,935.2608695652174,211.73913043478265,0.3327326086956522,0.0955555555555555,,,,,,,,,,,,,,
gm,General Motors Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,A,High,BB,Medium,B,Medium,510.0,303.0,255.0,1068.0,BBB,High,356.0,Medium Risk,0.5973025048169556,0.2820512820512821,0.45,0.5000000000000001,859.25,208.75,,,,,,,,,,,,,,,,
gww,WW Grainger Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,B,Medium,BB,Medium,B,Medium,255.0,385.0,240.0,880.0,BB,Medium,293.3333333333333,Medium Risk,0.1059730250481695,0.4437869822485207,0.4125,0.2991452991452992,885.2,-5.2000000000000455,0.2382,0.3182,,,,,,,,,,,,,,
mhk,Mohawk Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,B,Medium,BB,Medium,570.0,298.0,303.0,1171.0,BBB,High,390.3333333333333,Low Risk,0.7129094412331407,0.272189349112426,0.5700000000000001,0.6100427350427352,945.55,225.45000000000005,0.5719,,,,,,,,,,,,,,,
lyv,Live Nation Entertainment Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,BBB,High,BB,Medium,B,Medium,492.0,310.0,250.0,1052.0,BBB,High,350.6666666666667,Medium Risk,0.5626204238921002,0.2958579881656805,0.4375,0.4829059829059828,935.2608695652174,116.73913043478262,0.3327326086956522,0.0955555555555555,,,,,,,,,,,,,,
lvs,Las Vegas Sands Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,547.0,318.0,313.0,1178.0,BBB,High,392.6666666666667,Low Risk,0.6685934489402698,0.3116370808678501,0.595,0.6175213675213677,918.8636363636364,259.1363636363636,,,,,,,,,,,,,,,,
clx,Clorox Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,560.0,350.0,345.0,1255.0,A,High,418.3333333333333,Low Risk,0.6936416184971099,0.3747534516765287,0.675,0.6997863247863249,945.55,309.45000000000005,0.5719,,,,,,,,,,,,,,,
aacg,ATA Creativity Global,CNY,NASDAQ NMS - GLOBAL MARKET,Diversified Consumer Services,B,Medium,B,Medium,B,Medium,203.0,200.0,205.0,608.0,B,Medium,202.66666666666663,High Risk,0.0057803468208092,0.0788954635108481,0.3249999999999999,0.0085470085470085,739.3333333333334,-131.33333333333337,,,,,,,,,,,,,,,,
aal,American Airlines Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,B,Medium,B,Medium,B,Medium,270.0,211.0,265.0,746.0,B,Medium,248.66666666666663,High Risk,0.1348747591522157,0.1005917159763313,0.475,0.1559829059829059,838.7142857142857,-92.71428571428568,,,,,,,,,,,,,,,,
aame,Atlantic American Corp,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,B,Medium,B,Medium,BB,Medium,220.0,221.0,300.0,741.0,B,Medium,247.0,High Risk,0.0385356454720616,0.1203155818540434,0.5625,0.1506410256410256,1012.3703703703704,-271.3703703703703,,,,,,,,,,,,,,,,
aaoi,Applied Optoelectronics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,BB,Medium,B,Medium,B,Medium,311.0,256.0,218.0,785.0,BB,Medium,261.6666666666667,High Risk,0.2138728323699422,0.1893491124260355,0.3575,0.1976495726495727,938.2222222222222,-153.22222222222217,,,,,,,,,,,,,,,,
aaon,Aaon Inc,USD,NASDAQ NMS - GLOBAL MARKET,Building,A,High,BB,Medium,B,Medium,500.0,300.0,223.0,1023.0,BBB,High,341.0,Medium Risk,0.5780346820809248,0.2761341222879684,0.37,0.451923076923077,1074.2,-51.200000000000045,0.6278666666666667,,,,,,,,,,,,,,,
aapl,Apple Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,BB,Medium,B,Medium,B,Medium,355.0,281.0,255.0,891.0,BB,Medium,297.0,Medium Risk,0.2986512524084778,0.2386587771203156,0.45,0.3108974358974359,1031.3174603174602,-140.31746031746025,0.25,,,,,,,,,,,,,,,
aatc,Autoscope Technologies Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,BBB,High,B,Medium,B,Medium,410.0,286.0,240.0,936.0,BBB,High,312.0,Medium Risk,0.4046242774566473,0.2485207100591716,0.4125,0.3589743589743589,933.0,3.0,,,,,,,,,,,,,,,,
aaww,Atlas Air Worldwide Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Logistics and Transportation,A,High,B,Medium,B,Medium,520.0,243.0,237.0,1000.0,BBB,High,333.3333333333333,Medium Risk,0.6165703275529866,0.1637080867850098,0.405,0.4273504273504275,1025.1666666666667,-25.166666666666742,,,,,,,,,,,,,,,,
aaci,Armada Acquisition Corp I,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,B,Medium,205.0,200.0,200.0,605.0,B,Medium,201.66666666666663,High Risk,0.0096339113680153,0.0788954635108481,0.3125,0.0053418803418803,709.3076923076923,-104.30769230769226,,,,,,,,,,,,,,,,
aadi,Aadi Bioscience Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200.0,201.0,203.0,604.0,B,Medium,201.33333333333337,High Risk,0.0,0.0808678500986193,0.32,0.0042735042735042,866.9107142857143,-262.91071428571433,,,,,2019-01-09,,-2.4116277838692253e-05,,,,,,0.0,,,
aadi,Aadi Bioscience Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200.0,201.0,203.0,604.0,B,Medium,201.33333333333337,High Risk,0.0,0.0808678500986193,0.32,0.0042735042735042,866.9107142857143,-262.91071428571433,,,,,2022-03-06,22.42469594884984,,,,,,0.0,,,,
abeo,Abeona Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,BB,Medium,205.0,306.0,310.0,821.0,BB,Medium,273.6666666666667,High Risk,0.0096339113680153,0.2879684418145957,0.5875,0.2361111111111111,866.9107142857143,-45.910714285714334,,,,,,,,,,,,,,,,
abnb,Airbnb Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,A,High,A,High,BBB,High,505.0,570.0,400.0,1475.0,A,High,491.6666666666667,Low Risk,0.5876685934489403,0.8086785009861932,0.8125,0.93482905982906,918.8636363636364,556.1363636363636,,,,,,,,,,,,,,,,
abio,ARCA Biopharma Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200.0,222.0,290.0,712.0,B,Medium,237.33333333333337,High Risk,0.0,0.1222879684418146,0.5375,0.1196581196581196,866.9107142857143,-154.9107142857143,,,,,2019-01-09,,-2.4116277838692253e-05,,,,,,0.0,,,
abio,ARCA Biopharma Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200.0,222.0,290.0,712.0,B,Medium,237.33333333333337,High Risk,0.0,0.1222879684418146,0.5375,0.1196581196581196,866.9107142857143,-154.9107142857143,,,,,2022-03-06,22.42469594884984,,,,,,0.0,,,,
abmd,ABIOMED Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,A,High,BB,Medium,BB,Medium,500.0,324.0,305.0,1129.0,BBB,High,376.3333333333333,Low Risk,0.5780346820809248,0.3234714003944773,0.5750000000000001,0.5651709401709403,938.7647058823528,190.23529411764707,0.54135,,,,,,,,,,,,,,,
abos,Acumen Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,205.0,201.0,200.0,606.0,B,Medium,202.0,High Risk,0.0096339113680153,0.0808678500986193,0.3125,0.0064102564102563,866.9107142857143,-260.91071428571433,,,,,,,,,,,,,,,,
absi,Absci Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,B,Medium,B,Medium,B,Medium,205.0,224.0,230.0,659.0,B,Medium,219.66666666666663,High Risk,0.0096339113680153,0.126232741617357,0.3875,0.063034188034188,993.125,-334.125,,0.0,,,,,,,,,,,,,,
abtx,Allegiance Bancshares Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,BB,Medium,298.0,300.0,300.0,898.0,BB,Medium,299.3333333333333,Medium Risk,0.1888246628131021,0.2761341222879684,0.5625,0.3183760683760684,898.3103448275862,-0.3103448275861638,,,,,,,,,,,,,,,,
abus,Arbutus Biopharma Corp,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,203.0,204.0,338.0,745.0,B,Medium,248.33333333333337,High Risk,0.0057803468208092,0.0867850098619329,0.6575,0.1549145299145299,866.9107142857143,-121.91071428571432,,,,,,,,,,,,,,,,
abvc,ABVC Biopharma Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,220.0,212.0,205.0,637.0,B,Medium,212.33333333333337,High Risk,0.0385356454720616,0.1025641025641025,0.3249999999999999,0.0395299145299145,866.9107142857143,-229.9107142857143,,,,,,,,,,,,,,,,
acad,ACADIA Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,230.0,230.0,305.0,765.0,BB,Medium,255.0,High Risk,0.0578034682080924,0.1380670611439842,0.5750000000000001,0.1762820512820513,866.9107142857143,-101.91071428571432,,,,,,,,,,,,,,,,
acac,Acri Capital Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,BB,Medium,200.0,205.0,300.0,705.0,B,Medium,235.0,High Risk,0.0,0.0887573964497041,0.5625,0.1121794871794872,709.3076923076923,-4.307692307692264,,,,,2019-01-09,,-2.4116277838692253e-05,,,,,,0.0,,,
acac,Acri Capital Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,BB,Medium,200.0,205.0,300.0,705.0,B,Medium,235.0,High Risk,0.0,0.0887573964497041,0.5625,0.1121794871794872,709.3076923076923,-4.307692307692264,,,,,2022-03-06,22.42469594884984,,,,,,0.0,,,,
accd,Accolade Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,255.0,254.0,235.0,744.0,B,Medium,248.0,High Risk,0.1059730250481695,0.1854043392504931,0.4,0.1538461538461538,938.7647058823528,-194.76470588235293,0.54135,,,,,,,,,,,,,,,
acet,Adicet Bio Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,215.0,211.0,305.0,731.0,B,Medium,243.66666666666663,High Risk,0.0289017341040462,0.1005917159763313,0.5750000000000001,0.139957264957265,866.9107142857143,-135.9107142857143,,,,,,,,,,,,,,,,
abcl,Abcellera Biologics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,540.0,354.0,345.0,1239.0,A,High,413.0,Low Risk,0.6551059730250481,0.3826429980276134,0.675,0.6826923076923078,993.125,245.875,,0.0,,,,,,,,,,,,,,
abcb,Ameris Bancorp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,B,Medium,290.0,300.0,250.0,840.0,BB,Medium,280.0,High Risk,0.1734104046242774,0.2761341222879684,0.4375,0.2564102564102565,898.3103448275862,-58.31034482758616,,,,,,,,,,,,,,,,
acev,ACE Convergence Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,B,Medium,225.0,211.0,215.0,651.0,B,Medium,217.0,High Risk,0.048169556840077,0.1005917159763313,0.35,0.0544871794871795,709.3076923076923,-58.307692307692264,,,,,,,,,,,,,,,,
achl,Achilles Therapeutics PLC,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,230.0,288.0,285.0,803.0,BB,Medium,267.6666666666667,High Risk,0.0578034682080924,0.252465483234714,0.525,0.2168803418803419,866.9107142857143,-63.910714285714334,,,,,,,,,,,,,,,,
achc,Acadia Healthcare Company Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,BB,Medium,B,Medium,B,Medium,330.0,231.0,220.0,781.0,BB,Medium,260.3333333333333,High Risk,0.2504816955684008,0.1400394477317554,0.3625,0.1933760683760683,938.7647058823528,-157.76470588235293,0.54135,,,,,,,,,,,,,,,
aciw,ACI Worldwide Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,500.0,327.0,300.0,1127.0,BBB,High,375.6666666666667,Low Risk,0.5780346820809248,0.329388560157791,0.5625,0.5630341880341881,1031.3174603174602,95.68253968253975,0.25,,,,,,,,,,,,,,,
acls,Axcelis Technologies Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,B,Medium,515.0,306.0,260.0,1081.0,BBB,High,360.3333333333333,Medium Risk,0.6069364161849711,0.2879684418145957,0.4625,0.513888888888889,1030.5833333333333,50.41666666666674,,,,,,,,,,,,,,,,
aciu,AC Immune SA,CHF,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,250.0,296.0,305.0,851.0,BB,Medium,283.6666666666667,Medium Risk,0.0963391136801541,0.2682445759368836,0.5750000000000001,0.2681623931623932,866.9107142857143,-15.910714285714334,,,,,,,,,,,,,,,,
achv,Achieve Life Sciences Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,215.0,222.0,305.0,742.0,B,Medium,247.33333333333337,High Risk,0.0289017341040462,0.1222879684418146,0.5750000000000001,0.1517094017094017,866.9107142857143,-124.91071428571432,,,,,,,,,,,,,,,,
acmr,ACM Research Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BBB,High,B,Medium,BB,Medium,410.0,232.0,325.0,967.0,BBB,High,322.3333333333333,Medium Risk,0.4046242774566473,0.1420118343195266,0.625,0.3920940170940171,1030.5833333333333,-63.58333333333326,,,,,,,,,,,,,,,,
acor,Acorda Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,BB,Medium,230.0,307.0,310.0,847.0,BB,Medium,282.3333333333333,Medium Risk,0.0578034682080924,0.2899408284023668,0.5875,0.2638888888888889,866.9107142857143,-19.910714285714334,,,,,,,,,,,,,,,,
acnb,ACNB Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,220.0,219.0,215.0,654.0,B,Medium,218.0,High Risk,0.0385356454720616,0.116370808678501,0.35,0.0576923076923077,898.3103448275862,-244.31034482758616,,,,,,,,,,,,,,,,
acrs,Aclaris Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,230.0,207.0,220.0,657.0,B,Medium,219.0,High Risk,0.0578034682080924,0.0927021696252465,0.3625,0.0608974358974359,903.6666666666666,-246.66666666666663,,,,,,,,,,,,,,,,
acrx,AcelRx Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,200.0,237.0,300.0,737.0,B,Medium,245.66666666666663,High Risk,0.0,0.1518737672583826,0.5625,0.1463675213675214,903.6666666666666,-166.66666666666663,,,,,2019-01-09,,-2.4116277838692253e-05,,,,,,0.0,,,
acrx,AcelRx Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,200.0,237.0,300.0,737.0,B,Medium,245.66666666666663,High Risk,0.0,0.1518737672583826,0.5625,0.1463675213675214,903.6666666666666,-166.66666666666663,,,,,2022-03-06,22.42469594884984,,,,,,0.0,,,,
act,Enact Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,A,High,BB,Medium,BB,Medium,540.0,328.0,315.0,1183.0,BBB,High,394.3333333333333,Low Risk,0.6551059730250481,0.3313609467455622,0.6,0.622863247863248,909.3333333333334,273.66666666666663,0.6042666666666666,0.1779,,,,,,,,,,,,,,
actg,Acacia Research Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,200.0,200.0,275.0,675.0,B,Medium,225.0,High Risk,0.0,0.0788954635108481,0.5,0.0801282051282051,909.3333333333334,-234.33333333333337,0.6042666666666666,0.1779,,,2019-01-09,,-2.4116277838692253e-05,,,,,,0.0,,,
actg,Acacia Research Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,200.0,200.0,275.0,675.0,B,Medium,225.0,High Risk,0.0,0.0788954635108481,0.5,0.0801282051282051,909.3333333333334,-234.33333333333337,0.6042666666666666,0.1779,,,2022-03-06,22.42469594884984,,,,,,0.0,,,,
acva,ACV Auctions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,B,Medium,B,Medium,BB,Medium,235.0,262.0,315.0,812.0,BB,Medium,270.6666666666667,High Risk,0.0674373795761079,0.2011834319526627,0.6,0.2264957264957265,995.8571428571428,-183.8571428571429,0.3612,,,,,,,,,,,,,,,
adag,Adagene Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,BB,Medium,295.0,301.0,305.0,901.0,BBB,High,300.3333333333333,Medium Risk,0.1830443159922928,0.2781065088757397,0.5750000000000001,0.3215811965811966,866.9107142857143,34.089285714285666,,,,,,,,,,,,,,,,
acxp,Acurx Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,BB,Medium,235.0,301.0,305.0,841.0,BB,Medium,280.3333333333333,High Risk,0.0674373795761079,0.2781065088757397,0.5750000000000001,0.2574786324786325,866.9107142857143,-25.910714285714334,,,,,,,,,,,,,,,,
adbe,Adobe Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,B,Medium,B,Medium,200.0,221.0,200.0,621.0,B,Medium,207.0,High Risk,0.0,0.1203155818540434,0.3125,0.0224358974358974,1031.3174603174602,-410.31746031746025,0.25,,,,2019-01-09,,-2.4116277838692253e-05,,,,,,0.0,,,
adbe,Adobe Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,B,Medium,B,Medium,200.0,221.0,200.0,621.0,B,Medium,207.0,High Risk,0.0,0.1203155818540434,0.3125,0.0224358974358974,1031.3174603174602,-410.31746031746025,0.25,,,,2022-03-06,22.42469594884984,,,,,,0.0,,,,
adap,Adaptimmune Therapeutics PLC,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BB,Medium,B,Medium,BB,Medium,365.0,283.0,305.0,953.0,BBB,High,317.6666666666667,Medium Risk,0.3179190751445086,0.242603550295858,0.5750000000000001,0.3771367521367522,866.9107142857143,86.08928571428567,,,,,,,,,,,,,,,,
adma,ADMA Biologics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,240.0,264.0,320.0,824.0,BB,Medium,274.6666666666667,High Risk,0.0770712909441233,0.2051282051282051,0.6125,0.2393162393162393,866.9107142857143,-42.910714285714334,,,,,,,,,,,,,,,,
ades,Advanced Emissions Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Chemicals,B,Medium,B,Medium,BB,Medium,205.0,201.0,300.0,706.0,B,Medium,235.33333333333337,High Risk,0.0096339113680153,0.0808678500986193,0.5625,0.1132478632478632,1058.8947368421052,-352.8947368421052,,,,,,,,,,,,,,,,
adi,Analog Devices Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BB,Medium,BB,Medium,BB,Medium,350.0,318.0,300.0,968.0,BBB,High,322.6666666666667,Medium Risk,0.2890173410404624,0.3116370808678501,0.5625,0.3931623931623932,1030.5833333333333,-62.58333333333326,,,,,,,,,,,,,,,,
adil,Adial Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,200.0,203.0,300.0,703.0,B,Medium,234.33333333333337,High Risk,0.0,0.0848126232741617,0.5625,0.1100427350427351,903.6666666666666,-200.66666666666663,,,,,2019-01-09,,-2.4116277838692253e-05,,,,,,0.0,,,
adil,Adial Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,200.0,203.0,300.0,703.0,B,Medium,234.33333333333337,High Risk,0.0,0.0848126232741617,0.5625,0.1100427350427351,903.6666666666666,-200.66666666666663,,,,,2022-03-06,22.42469594884984,,,,,,0.0,,,,
admp,Adamis Pharmaceuticals Corp,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,285.0,204.0,215.0,704.0,B,Medium,234.66666666666663,High Risk,0.163776493256262,0.0867850098619329,0.35,0.1111111111111111,903.6666666666666,-199.66666666666663,,,,,,,,,,,,,,,,
acer,Acer Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,223.0,291.0,310.0,824.0,BB,Medium,274.6666666666667,High Risk,0.0443159922928708,0.2583826429980276,0.5875,0.2393162393162393,903.6666666666666,-79.66666666666663,,,,,,,,,,,,,,,,
adoc,Edoc Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,BB,Medium,BB,Medium,215.0,301.0,300.0,816.0,BB,Medium,272.0,High Risk,0.0289017341040462,0.2781065088757397,0.5625,0.2307692307692308,709.3076923076923,106.69230769230774,,,,,,,,,,,,,,,,
adus,Addus Homecare Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,210.0,215.0,218.0,643.0,B,Medium,214.33333333333337,High Risk,0.0192678227360308,0.1084812623274161,0.3575,0.045940170940171,938.7647058823528,-295.7647058823529,0.54135,,,,,,,,,,,,,,,
acgl,Arch Capital Group Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.2761341222879684,0.5625,0.5341880341880342,1012.3703703703704,87.62962962962968,,,,,,,,,,,,,,,,
adpt,Adaptive Biotechnologies Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,B,Medium,BB,Medium,B,Medium,260.0,348.0,260.0,868.0,BB,Medium,289.3333333333333,Medium Risk,0.1156069364161849,0.3708086785009862,0.4625,0.2863247863247864,993.125,-125.125,,0.0,,,,,,,,,,,,,,
adsk,Autodesk Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,555.0,304.0,310.0,1169.0,BBB,High,389.6666666666667,Low Risk,0.6840077071290944,0.2840236686390533,0.5875,0.6079059829059831,1031.3174603174602,137.68253968253975,0.25,,,,,,,,,,,,,,,
adp,Automatic Data Processing Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,500.0,300.0,200.0,1000.0,BBB,High,333.3333333333333,Medium Risk,0.5780346820809248,0.2761341222879684,0.3125,0.4273504273504275,1031.3174603174602,-31.317460317460245,0.25,,,,,,,,,,,,,,,
adtx,Aditxt Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,210.0,224.0,305.0,739.0,B,Medium,246.33333333333337,High Risk,0.0192678227360308,0.126232741617357,0.5750000000000001,0.1485042735042735,866.9107142857143,-127.91071428571432,,,,,,,,,,,,,,,,
adv,Advantage Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,A,High,B,Medium,BB,Medium,515.0,269.0,328.0,1112.0,BBB,High,370.6666666666667,Medium Risk,0.6069364161849711,0.2149901380670612,0.6325000000000001,0.5470085470085472,935.2608695652174,176.73913043478262,0.3327326086956522,0.0955555555555555,,,,,,,,,,,,,,
advm,Adverum Biotechnologies Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,B,Medium,262.0,321.0,235.0,818.0,BB,Medium,272.6666666666667,High Risk,0.1194605009633911,0.3175542406311637,0.4,0.2329059829059829,866.9107142857143,-48.910714285714334,,,,,,,,,,,,,,,,
aehr,Aehr Test Systems,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,B,Medium,B,Medium,BB,Medium,290.0,262.0,300.0,852.0,BB,Medium,284.0,Medium Risk,0.1734104046242774,0.2011834319526627,0.5625,0.2692307692307693,1030.5833333333333,-178.58333333333326,,,,,,,,,,,,,,,,
aehl,Antelope Enterprise Holdings Ltd,CNY,NASDAQ NMS - GLOBAL MARKET,Building,B,Medium,B,Medium,BB,Medium,238.0,237.0,325.0,800.0,BB,Medium,266.6666666666667,High Risk,0.0732177263969171,0.1518737672583826,0.625,0.2136752136752137,1074.2,-274.20000000000005,0.6278666666666667,,,,,,,,,,,,,,,
aei,Alset Ehome International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,A,High,B,Medium,B,Medium,520.0,207.0,210.0,937.0,BBB,High,312.3333333333333,Medium Risk,0.6165703275529866,0.0927021696252465,0.3375,0.360042735042735,995.9444444444443,-58.94444444444446,0.2401749999999999,,,,,,,,,,,,,,,
aeis,Advanced Energy Industries Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.2761341222879684,0.5625,0.5341880341880342,933.0,167.0,,,,,,,,,,,,,,,,
aep,American Electric Power Company Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.2761341222879684,0.5625,0.5341880341880342,1190.6333333333334,-90.63333333333344,,,,,,,,,,,,,,,,
aemd,Aethlon Medical Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,BB,Medium,200.0,262.0,315.0,777.0,BB,Medium,259.0,High Risk,0.0,0.2011834319526627,0.6,0.1891025641025641,938.7647058823528,-161.76470588235293,0.54135,,,,2019-01-09,,-2.4116277838692253e-05,,,,,,0.0,,,
aemd,Aethlon Medical Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,BB,Medium,200.0,262.0,315.0,777.0,BB,Medium,259.0,High Risk,0.0,0.2011834319526627,0.6,0.1891025641025641,938.7647058823528,-161.76470588235293,0.54135,,,,2022-03-06,22.42469594884984,,,,,,0.0,,,,
